doneTrainEpoch	0	7386	2.54236	831	11.9429
doneTrainEpoch	1	8754	1.79057	860	10.8363
doneTrainEpoch	2	9048	1.5444	865	9.99415
doneTrainEpoch	3	9195	1.37733	884	9.10102
doneTrainEpoch	4	9317	1.23908	893	8.37169
doneTrainEpoch	5	9367	1.13343	896	7.69343
doneTrainEpoch	6	9443	1.04084	896	7.10816
doneTrainEpoch	7	9496	0.957741	904	6.58059
doneTrainEpoch	8	9536	0.887904	896	6.17986
doneTrainEpoch	9	9577	0.828242	907	5.69793
doneTrainEpoch	10	9617	0.770242	907	5.31563
doneTrainEpoch	11	9635	0.723098	909	4.98415
doneTrainEpoch	12	9651	0.676373	912	4.67017
doneTrainEpoch	13	9674	0.636349	916	4.42441
doneTrainEpoch	14	9699	0.600476	913	4.1503
doneTrainEpoch	15	9728	0.564392	917	3.9527
doneTrainEpoch	16	9736	0.539356	927	3.72866
doneTrainEpoch	17	9765	0.514614	906	3.64422
doneTrainEpoch	18	9764	0.492662	930	3.36571
doneTrainEpoch	19	9774	0.470472	921	3.2557
doneTrainEpoch	20	9796	0.450107	923	3.11384
doneTrainEpoch	21	9802	0.432386	930	2.9859
doneTrainEpoch	22	9814	0.414931	927	2.90616
doneTrainEpoch	23	9809	0.404991	929	2.80132
doneTrainEpoch	24	9836	0.386519	917	2.7869
doneTrainEpoch	25	9819	0.381921	933	2.62453
doneTrainEpoch	26	9846	0.365257	930	2.55697
doneTrainEpoch	27	9847	0.356266	918	2.55069
doneTrainEpoch	28	9857	0.348932	936	2.44403
doneTrainEpoch	29	9864	0.339198	930	2.40575
doneTrainEpoch	30	9858	0.339987	915	2.4111
doneTrainEpoch	31	9860	0.328872	934	2.34646
doneTrainEpoch	32	9879	0.322348	928	2.2814
doneTrainEpoch	33	9877	0.31525	928	2.24814
doneTrainEpoch	34	9873	0.313473	940	2.19532
doneTrainEpoch	35	9882	0.307931	927	2.20281
doneTrainEpoch	36	9889	0.300643	921	2.1801
doneTrainEpoch	37	9903	0.29342	924	2.15683
doneTrainEpoch	38	9890	0.29503	934	2.11224
doneTrainEpoch	39	9880	0.296507	931	2.10506
doneTrainEpoch	40	9897	0.286902	933	2.06679
doneTrainEpoch	41	9896	0.285188	937	2.05766
doneTrainEpoch	42	9897	0.287088	927	2.07558
doneTrainEpoch	43	9898	0.280999	925	2.07102
doneTrainEpoch	44	9900	0.282389	927	2.06131
doneTrainEpoch	45	9911	0.272961	932	2.0006
doneTrainEpoch	46	9926	0.270221	929	2.03954
doneTrainEpoch	47	9902	0.273943	934	1.98556
doneTrainEpoch	48	9912	0.272331	931	1.99227
doneTrainEpoch	49	9920	0.268773	938	1.97071
doneTrainEpoch	50	9907	0.269659	939	1.94183
doneTrainEpoch	51	9923	0.262129	930	1.98864
doneTrainEpoch	52	9927	0.260866	935	1.94418
doneTrainEpoch	53	9933	0.260498	933	1.94204
doneTrainEpoch	54	9903	0.268304	927	1.95865
doneTrainEpoch	55	9918	0.263134	924	1.98164
doneTrainEpoch	56	9924	0.25943	931	1.94553
doneTrainEpoch	57	9941	0.254064	932	1.91355
doneTrainEpoch	58	9929	0.252487	928	1.94775
doneTrainEpoch	59	9923	0.253949	931	1.9066
doneTrainEpoch	60	9931	0.2525	928	1.92139
doneTrainEpoch	61	9918	0.255678	927	1.91947
doneTrainEpoch	62	9922	0.253688	935	1.89302
doneTrainEpoch	63	9924	0.251704	923	1.92652
doneTrainEpoch	64	9931	0.250914	931	1.90039
doneTrainEpoch	65	9935	0.24805	928	1.90236
doneTrainEpoch	66	9917	0.255862	917	1.96897
doneTrainEpoch	67	9934	0.246322	926	1.89769
doneTrainEpoch	68	9919	0.250281	918	1.92629
doneTrainEpoch	69	9944	0.247098	922	1.94668
doneTrainEpoch	70	9942	0.246449	919	1.91809
doneTrainEpoch	71	9930	0.248336	927	1.90164
doneTrainEpoch	72	9929	0.249872	924	1.95123
doneTrainEpoch	73	9928	0.249963	929	1.9018
doneTrainEpoch	74	9931	0.249784	928	1.90649
doneTrainEpoch	75	9945	0.242967	935	1.86992
doneTrainEpoch	76	9933	0.244058	928	1.88852
doneTrainEpoch	77	9946	0.245284	921	1.88359
doneTrainEpoch	78	9931	0.245284	926	1.90422
doneTrainEpoch	79	9937	0.244583	927	1.91535
doneTrainEpoch	80	9928	0.244742	932	1.89165
doneTrainEpoch	81	9937	0.244276	933	1.86395
doneTrainEpoch	82	9937	0.243004	927	1.87827
doneTrainEpoch	83	9941	0.243444	920	1.9236
doneTrainEpoch	84	9936	0.243677	922	1.89041
doneTrainEpoch	85	9945	0.244869	923	1.91721
doneTrainEpoch	86	9926	0.248976	930	1.90226
doneTrainEpoch	87	9930	0.243229	932	1.90652
doneTrainEpoch	88	9938	0.242781	925	1.90497
doneTrainEpoch	89	9928	0.246743	923	1.93108
doneTrainEpoch	90	9935	0.246904	933	1.89935
doneTrainEpoch	91	9952	0.237674	924	1.88486
doneTrainEpoch	92	9944	0.240484	930	1.87502
doneTrainEpoch	93	9938	0.241702	923	1.89769
doneTrainEpoch	94	9923	0.247688	932	1.86705
doneTrainEpoch	95	9947	0.241659	930	1.86321
doneTrainEpoch	96	9946	0.239411	932	1.85875
doneTrainEpoch	97	9944	0.243411	937	1.84962
doneTrainEpoch	98	9941	0.243781	925	1.90603
doneTrainEpoch	99	9934	0.245825	937	1.8581
doneTrain	980907	0.415622	92257	2.90218
