doneTrainEpoch	0	7312	2.68134	822	12.97
doneTrainEpoch	1	8764	1.97768	866	12.7602
doneTrainEpoch	2	9010	1.82151	867	12.698
doneTrainEpoch	3	9156	1.73027	871	12.6186
doneTrainEpoch	4	9281	1.67065	892	12.5347
doneTrainEpoch	5	9356	1.62385	886	12.5356
doneTrainEpoch	6	9424	1.58648	886	12.4826
doneTrainEpoch	7	9465	1.5508	898	12.4261
doneTrainEpoch	8	9509	1.52819	893	12.3821
doneTrainEpoch	9	9552	1.49834	897	12.3657
doneTrainEpoch	10	9592	1.46721	888	12.3496
doneTrainEpoch	11	9608	1.4537	898	12.2867
doneTrainEpoch	12	9628	1.43299	886	12.2984
doneTrainEpoch	13	9658	1.41268	897	12.2416
doneTrainEpoch	14	9686	1.39517	892	12.2132
doneTrainEpoch	15	9722	1.37859	895	12.1746
doneTrainEpoch	16	9713	1.362	896	12.1207
doneTrainEpoch	17	9720	1.35335	892	12.0823
doneTrainEpoch	18	9749	1.33857	902	12.0304
doneTrainEpoch	19	9757	1.32525	897	12.0152
doneTrainEpoch	20	9801	1.30914	901	11.9463
doneTrainEpoch	21	9804	1.30106	899	11.9247
doneTrainEpoch	22	9791	1.2932	900	11.9019
doneTrainEpoch	23	9826	1.27925	902	11.836
doneTrainEpoch	24	9830	1.26699	898	11.8298
doneTrainEpoch	25	9841	1.25661	906	11.7668
doneTrainEpoch	26	9840	1.24787	902	11.7554
doneTrainEpoch	27	9853	1.24165	897	11.6884
doneTrainEpoch	28	9869	1.22726	904	11.6403
doneTrainEpoch	29	9865	1.22087	905	11.5938
doneTrain	285982	1.47442	26735	12.1823
