doneTrainEpoch	0	7477	2.53484	825	12.1293
doneTrainEpoch	1	8824	1.79706	867	11.1611
doneTrainEpoch	2	9069	1.55982	883	10.0606
doneTrainEpoch	3	9235	1.39632	893	9.25873
doneTrainEpoch	4	9312	1.26567	906	8.50522
doneTrainEpoch	5	9394	1.15894	915	7.82387
doneTrainEpoch	6	9431	1.06733	908	7.24544
doneTrainEpoch	7	9472	0.993949	917	6.71431
doneTrainEpoch	8	9534	0.912739	909	6.26756
doneTrainEpoch	9	9550	0.853673	916	5.80523
doneTrainEpoch	10	9596	0.798165	915	5.41097
doneTrainEpoch	11	9630	0.746635	916	5.07579
doneTrainEpoch	12	9638	0.703293	913	4.77009
doneTrainEpoch	13	9642	0.661484	918	4.47136
doneTrainEpoch	14	9680	0.62552	918	4.2205
doneTrainEpoch	15	9680	0.598007	925	3.96998
doneTrainEpoch	16	9706	0.567801	930	3.76719
doneTrainEpoch	17	9723	0.537365	927	3.56869
doneTrainEpoch	18	9749	0.513586	917	3.47197
doneTrainEpoch	19	9737	0.490833	926	3.28158
doneTrainEpoch	20	9744	0.474932	901	3.19729
doneTrainEpoch	21	9754	0.458535	922	3.01211
doneTrainEpoch	22	9792	0.436836	915	2.9453
doneTrainEpoch	23	9774	0.42787	919	2.8607
doneTrainEpoch	24	9794	0.412586	919	2.73936
doneTrainEpoch	25	9787	0.405138	932	2.6227
doneTrainEpoch	26	9816	0.386529	928	2.58356
doneTrainEpoch	27	9812	0.379578	929	2.51061
doneTrainEpoch	28	9827	0.369899	936	2.4355
doneTrainEpoch	29	9812	0.366905	929	2.3889
doneTrainEpoch	30	9830	0.355769	933	2.3621
doneTrainEpoch	31	9817	0.3544	923	2.34044
doneTrainEpoch	32	9837	0.3458	930	2.29896
doneTrainEpoch	33	9835	0.34096	929	2.2632
doneTrainEpoch	34	9825	0.33438	934	2.2029
doneTrainEpoch	35	9857	0.326185	928	2.19139
doneTrainEpoch	36	9841	0.323351	932	2.15845
doneTrainEpoch	37	9842	0.318286	923	2.20292
doneTrainEpoch	38	9861	0.314332	925	2.12987
doneTrainEpoch	39	9862	0.308961	931	2.11231
doneTrainEpoch	40	9877	0.304686	935	2.08514
doneTrainEpoch	41	9861	0.30322	934	2.08299
doneTrainEpoch	42	9886	0.297484	927	2.07751
doneTrainEpoch	43	9880	0.296089	929	2.04777
doneTrainEpoch	44	9859	0.30039	920	2.06179
doneTrainEpoch	45	9874	0.295253	931	2.01856
doneTrainEpoch	46	9885	0.290735	934	2.01969
doneTrainEpoch	47	9881	0.289854	930	2.05187
doneTrainEpoch	48	9890	0.28614	922	2.01899
doneTrainEpoch	49	9890	0.281053	929	1.98219
doneTrainEpoch	50	9892	0.28223	926	1.99295
doneTrainEpoch	51	9889	0.284587	933	1.97753
doneTrainEpoch	52	9886	0.281929	936	1.97353
doneTrainEpoch	53	9895	0.279879	925	1.96872
doneTrainEpoch	54	9874	0.283382	934	1.93532
doneTrainEpoch	55	9905	0.274005	921	1.99398
doneTrainEpoch	56	9895	0.275213	935	1.9558
doneTrainEpoch	57	9895	0.275833	927	1.9748
doneTrainEpoch	58	9902	0.274072	936	1.92649
doneTrainEpoch	59	9899	0.270858	933	1.93671
doneTrainEpoch	60	9887	0.276289	931	1.91861
doneTrainEpoch	61	9914	0.269653	925	1.96414
doneTrainEpoch	62	9893	0.275289	928	1.94403
doneTrainEpoch	63	9900	0.268787	930	1.94906
doneTrainEpoch	64	9901	0.276452	925	1.97264
doneTrainEpoch	65	9899	0.269803	931	1.94101
doneTrainEpoch	66	9891	0.27066	928	1.92801
doneTrainEpoch	67	9919	0.262198	932	1.94893
doneTrainEpoch	68	9908	0.266419	934	1.9229
doneTrainEpoch	69	9908	0.266556	925	1.98015
doneTrainEpoch	70	9912	0.268264	932	1.94191
doneTrainEpoch	71	9901	0.269079	934	1.95396
doneTrainEpoch	72	9900	0.265022	929	1.97134
doneTrainEpoch	73	9917	0.262969	930	1.9328
doneTrainEpoch	74	9923	0.257128	928	1.97022
doneTrainEpoch	75	9901	0.267994	929	1.94118
doneTrainEpoch	76	9921	0.261049	929	1.91932
doneTrainEpoch	77	9917	0.258878	933	1.90027
doneTrainEpoch	78	9912	0.258878	925	1.92379
doneTrainEpoch	79	9933	0.257324	926	1.89486
doneTrainEpoch	80	9922	0.254366	933	1.90439
doneTrainEpoch	81	9913	0.25825	932	1.90805
doneTrainEpoch	82	9929	0.250653	922	1.9384
doneTrainEpoch	83	9920	0.25498	930	1.9195
doneTrainEpoch	84	9917	0.25512	932	1.88147
doneTrainEpoch	85	9923	0.253759	926	1.9301
doneTrainEpoch	86	9916	0.260804	934	1.90423
doneTrainEpoch	87	9900	0.261205	932	1.95195
doneTrainEpoch	88	9901	0.258985	927	1.92359
doneTrainEpoch	89	9934	0.251092	924	1.93789
doneTrainEpoch	90	9914	0.254953	927	1.92485
doneTrainEpoch	91	9939	0.249425	926	1.91884
doneTrainEpoch	92	9928	0.252047	932	1.91295
doneTrainEpoch	93	9932	0.252576	929	1.90364
doneTrainEpoch	94	9907	0.255077	926	1.91485
doneTrainEpoch	95	9929	0.249457	932	1.89809
doneTrainEpoch	96	9927	0.251773	928	1.91197
doneTrainEpoch	97	9925	0.254134	935	1.89783
doneTrainEpoch	98	9936	0.247206	932	1.85778
doneTrainEpoch	99	9943	0.247246	927	1.9426
doneTrain	978725	0.43353	92429	2.93723
